transaction_id,customer_id,card_number_last4,card_type,transaction_date,transaction_time,amount,merchant_name,merchant_category,merchant_category_code,city,state,terminal_id,response_code,spending_pattern
TXN_00002916,CUST_000699,9157,American Express,2024-07-18,20:04:08,109.01,Valero,Gas Station,5542,New York,NY,TRM_745192,00,moderate
TXN_00000970,CUST_000382,8700,Visa,2024-07-18,20:58:49,74.67,Exxon,Gas Station,5541,Lancaster,PA,TRM_249724,00,moderate
TXN_00002055,CUST_000529,8482,Visa,2024-07-18,21:39:55,53.8,Safeway,Grocery,5411,Chandler,AZ,TRM_117959,14,moderate
TXN_00000313,CUST_000579,7870,American Express,2024-07-19,06:31:59,71.11,Mobil,Gas Station,5542,New York,NY,TRM_805244,51,conservative
TXN_00004179,CUST_000594,3361,Discover,2024-07-19,08:30:23,118.42,Bank ATM,ATM,6011,Tallahassee,FL,TRM_130264,00,conservative
TXN_00003948,CUST_000748,6327,American Express,2024-07-19,17:00:07,59.69,Nordstrom,Department Store,5311,Evanston,IL,TRM_484761,00,moderate
TXN_00000404,CUST_000235,5272,Mastercard,2024-07-19,17:02:33,217.73,Convenience Store ATM,ATM,6012,Savannah,GA,TRM_353108,00,conservative
TXN_00001212,CUST_000192,3909,Mastercard,2024-07-19,17:48:54,77.76,Chipotle,Restaurant,5812,Elgin,IL,TRM_218672,00,moderate
TXN_00001262,CUST_000342,4145,Mastercard,2024-07-19,20:43:41,189.43,Movie Theater,Entertainment,7841,Syracuse,NY,TRM_953168,00,high_spender
TXN_00002062,CUST_000002,4053,Discover,2024-07-19,20:48:11,83.47,Kroger,Grocery,5499,Boston,MA,TRM_186647,65,moderate
TXN_00000054,CUST_000124,5942,Mastercard,2024-07-19,20:52:37,106.35,Theme Park,Entertainment,7841,Lowell,MA,TRM_476402,00,high_spender
TXN_00004178,CUST_000058,0454,Visa,2024-07-19,21:07:53,36.68,Starbucks,Restaurant,5814,Glendale,AZ,TRM_348034,00,moderate
TXN_00000540,CUST_000089,2527,American Express,2024-07-20,08:56:11,82.64,Mobil,Gas Station,5541,Toledo,OH,TRM_455232,14,moderate
TXN_00004267,CUST_000702,5881,Mastercard,2024-07-20,10:21:39,972.9,Dental Office,Healthcare,8021,New Bedford,MA,TRM_831523,00,conservative
TXN_00001335,CUST_000278,4447,Mastercard,2024-07-20,11:57:02,243.26,JCPenney,Department Store,5399,Cambridge,MA,TRM_693152,00,conservative
TXN_00001494,CUST_000163,4186,American Express,2024-07-20,12:13:03,21.96,Pharmacy Plus,Pharmacy,5122,Erie,PA,TRM_926957,00,conservative
TXN_00000517,CUST_000100,1189,Discover,2024-07-20,13:13:53,128.25,Gas Station ATM,ATM,6012,Austin,TX,TRM_275644,00,moderate
TXN_00004260,CUST_000313,2941,American Express,2024-07-20,13:23:23,51.95,Health Mart,Pharmacy,5912,Lowell,MA,TRM_684195,00,high_spender
TXN_00003343,CUST_000409,6432,American Express,2024-07-20,14:40:37,413.7,Amazon,Online Retail,5969,Los Angeles,CA,TRM_511919,00,moderate
TXN_00002892,CUST_000588,0967,Mastercard,2024-07-20,15:35:17,420.34,B&H Photo,Electronics,5045,Bethlehem,PA,TRM_881461,00,moderate
TXN_00002952,CUST_000431,1327,Discover,2024-07-20,16:35:18,16.14,Valero,Gas Station,5542,Everett,WA,TRM_638349,00,moderate
TXN_00000558,CUST_000146,0781,Mastercard,2024-07-20,17:46:22,64.93,BP,Gas Station,5542,Renton,WA,TRM_342199,00,moderate
TXN_00000594,CUST_000212,8945,Mastercard,2024-07-20,17:50:15,59.84,Marathon,Gas Station,5542,Dayton,OH,TRM_244598,00,conservative
TXN_00002826,CUST_000563,2726,Discover,2024-07-20,20:13:24,18.19,Kroger,Grocery,5411,Phoenix,AZ,TRM_135192,00,conservative
TXN_00004361,CUST_000380,6932,Mastercard,2024-07-20,20:39:58,320.65,Credit Union ATM,ATM,6012,Augusta,GA,TRM_696751,00,moderate
TXN_00001037,CUST_000736,6686,American Express,2024-07-20,21:03:47,64.01,Best Buy Online,Online Retail,5969,Durham,NC,TRM_606040,00,moderate
TXN_00002689,CUST_000120,1854,Visa,2024-07-21,00:54:41,12.32,Subway,Restaurant,5814,Allentown,PA,TRM_516727,00,high_spender
TXN_00002378,CUST_000482,0299,Mastercard,2024-07-21,12:21:56,35.5,Target,Grocery,5411,Worcester,MA,TRM_625312,00,conservative
TXN_00002494,CUST_000325,4399,Discover,2024-07-21,17:23:56,112.13,Starbucks,Restaurant,5814,Scottsdale,AZ,TRM_292012,00,high_spender
TXN_00004199,CUST_000476,1671,Visa,2024-07-21,17:38:30,50.94,Chipotle,Restaurant,5814,Columbus,OH,TRM_946835,00,moderate
TXN_00000406,CUST_000399,3741,American Express,2024-07-21,19:58:58,103.98,Starbucks,Restaurant,5812,Jacksonville,FL,TRM_715341,00,conservative
TXN_00001536,CUST_000056,9786,Discover,2024-07-21,21:44:01,73.95,Chipotle,Restaurant,5814,Durham,NC,TRM_768063,00,moderate
TXN_00003526,CUST_000559,1319,Visa,2024-07-21,22:49:44,91.51,Bank ATM,ATM,6012,Hialeah,FL,TRM_757209,00,high_spender
TXN_00001020,CUST_000126,3081,Visa,2024-07-21,23:21:32,218.88,eBay,Online Retail,5999,El Paso,TX,TRM_904216,00,conservative
TXN_00004098,CUST_000393,4606,American Express,2024-07-22,01:46:47,109.39,Valero,Gas Station,5541,Durham,NC,TRM_743914,05,moderate
TXN_00001343,CUST_000272,5510,Mastercard,2024-07-22,02:25:36,163.29,Macy's,Department Store,5399,Roswell,GA,TRM_897245,00,moderate
TXN_00001291,CUST_000762,6963,Mastercard,2024-07-22,03:28:21,18.6,Taxi,Transportation,4111,Hialeah,FL,TRM_602927,00,conservative
TXN_00004022,CUST_000079,0977,American Express,2024-07-22,07:50:13,24.45,Marathon,Gas Station,5541,Aurora,IL,TRM_138250,00,moderate
TXN_00003988,CUST_000572,7468,Mastercard,2024-07-22,08:23:18,17.83,Valero,Gas Station,5542,Pittsburgh,PA,TRM_556799,00,conservative
TXN_00001617,CUST_000275,7631,Mastercard,2024-07-22,10:53:31,8.95,Rite Aid,Pharmacy,5122,Lowell,MA,TRM_856972,00,conservative
TXN_00001059,CUST_000700,7596,Visa,2024-07-22,15:15:52,1003.53,Apple Store,Electronics,5045,Augusta,GA,TRM_482209,00,moderate
TXN_00003822,CUST_000220,2785,Discover,2024-07-22,16:17:15,46.55,Mobil,Gas Station,5542,Lansing,MI,TRM_109277,00,conservative
TXN_00002931,CUST_000558,1944,American Express,2024-07-22,16:30:13,72.94,Whole Foods,Grocery,5499,Sandy Springs,GA,TRM_391148,00,conservative
TXN_00000419,CUST_000582,9916,Mastercard,2024-07-22,17:00:02,11.95,Toll Road,Transportation,4111,Brockton,MA,TRM_250622,00,high_spender
TXN_00004276,CUST_000607,2806,American Express,2024-07-22,18:02:00,126.35,Mobil,Gas Station,5541,Toms River,NJ,TRM_113832,00,high_spender
TXN_00000099,CUST_000430,8130,Visa,2024-07-22,19:03:08,245.55,Olive Garden,Restaurant,5812,Ann Arbor,MI,TRM_620091,00,high_spender
TXN_00003048,CUST_000428,0502,American Express,2024-07-22,19:04:32,45.18,Olive Garden,Restaurant,5814,San Antonio,TX,TRM_652128,00,high_spender
TXN_00000234,CUST_000126,6626,Visa,2024-07-22,19:37:39,46.75,Domino's,Restaurant,5812,El Paso,TX,TRM_723436,00,conservative
TXN_00002762,CUST_000748,9876,American Express,2024-07-22,20:25:02,61.0,McDonald's,Restaurant,5814,Corpus Christi,TX,TRM_563207,00,moderate
TXN_00000763,CUST_000586,2270,Mastercard,2024-07-22,22:22:40,59.21,Publix,Grocery,5499,Kent,WA,TRM_750569,00,conservative
TXN_00002269,CUST_000474,9104,American Express,2024-07-23,02:41:20,31.65,Rite Aid,Pharmacy,5122,Durham,NC,TRM_166214,00,moderate
TXN_00002969,CUST_000515,1732,Visa,2024-07-23,07:24:11,34.69,Chevron,Gas Station,5542,Durham,NC,TRM_377718,00,conservative
TXN_00001841,CUST_000757,2431,American Express,2024-07-23,07:34:33,33.47,Costco,Grocery,5411,Sacramento,CA,TRM_422845,00,conservative
TXN_00003674,CUST_000497,8102,Mastercard,2024-07-23,10:39:09,133.07,Duane Reade,Pharmacy,5912,Fayetteville,NC,TRM_709742,00,high_spender
TXN_00001850,CUST_000035,1013,Visa,2024-07-23,10:43:36,316.53,Taxi,Transportation,4111,Detroit,MI,TRM_275917,00,high_spender
TXN_00004826,CUST_000376,5102,Visa,2024-07-23,12:51:05,139.41,Costco,Grocery,5411,Buffalo,NY,TRM_641186,00,high_spender
TXN_00003372,CUST_000267,5088,American Express,2024-07-23,15:17:50,44.5,Pizza Hut,Restaurant,5814,Corpus Christi,TX,TRM_438296,00,conservative
TXN_00004336,CUST_000284,3213,Discover,2024-07-23,16:22:18,591.13,Hyatt,Hotel,7011,Canton,OH,TRM_768718,00,high_spender
TXN_00000143,CUST_000727,8209,Mastercard,2024-07-23,16:39:39,109.52,Target,Grocery,5411,Chesapeake,VA,TRM_707153,00,conservative
TXN_00001661,CUST_000180,7852,Discover,2024-07-23,17:21:29,85.69,Walmart,Grocery,5499,Scottsdale,AZ,TRM_939090,00,high_spender
TXN_00002923,CUST_000466,4813,Visa,2024-07-23,17:33:08,87.99,CVS,Pharmacy,5122,Parma,OH,TRM_417957,00,high_spender
TXN_00002522,CUST_000144,1554,Discover,2024-07-23,17:58:02,189.84,Amazon,Online Retail,5969,Schaumburg,IL,TRM_765435,00,moderate
TXN_00004911,CUST_000573,4121,American Express,2024-07-23,19:29:29,43.42,Concert Hall,Entertainment,7841,Warren,MI,TRM_268122,00,moderate
TXN_00000316,CUST_000173,8635,Discover,2024-07-23,19:52:42,120.14,Pizza Hut,Restaurant,5812,Mesa,AZ,TRM_981522,00,moderate
TXN_00002114,CUST_000794,2879,American Express,2024-07-23,20:37:39,131.92,Target,Grocery,5499,Hialeah,FL,TRM_492069,61,high_spender
TXN_00000085,CUST_000641,2760,American Express,2024-07-23,20:43:21,251.14,Zappos,Online Retail,5969,Scottsdale,AZ,TRM_619466,00,conservative
TXN_00002609,CUST_000469,7492,Discover,2024-07-23,21:10:46,620.76,Walmart.com,Online Retail,5999,Austin,TX,TRM_286349,00,high_spender
TXN_00000913,CUST_000724,0267,Discover,2024-07-23,22:45:14,1.84,Kroger,Grocery,5499,St. Petersburg,FL,TRM_839017,00,high_spender
TXN_00003342,CUST_000381,6914,Mastercard,2024-07-24,12:21:18,22.22,Whole Foods,Grocery,5411,El Paso,TX,TRM_800980,00,conservative
